comments,label
giao hàng nhanh gói hàng rất tốt,0
"Chất son mướt, bám đều, màu V6 là màu mình ưng nhất, không quá lì nhưng như vậy là ok rồi.",0
"Giao hàng nhanh, biết là hàng tặng thì không thể đòi hỏi quá nhiều nhưng thực sự không chấp nhận nổi bình nước mà trầy kinh khủng thế này, màu đen mà vết trầy rõ rệt, vừa sâu vừa nhiều. Khi gỡ bao chống sốc đã thấy trầy sẵn, cảm thấy thất vọng, dù son không có vấn đề gì mình cũng đánh giá toàn bộ đơn hàng 1 sao",1
"Mua son giao nước hoa... Cũng biết là shop làm nhiều nên lộn. Nhưng người nhận họ cũng có cái khó của họ. Mai mốt mong shop rút kinh nghiệm để tránh những vụ việc đáng tiếc ntn xảy ra. Thuận mua vừa bán ( và hạn chế những điều phát sinh phiền phức)
",2
"Son đẹp và cảm giác chất lượng, chính hãng
Đóng gói cẩn thận và uy tín",0
"Son lì đẹp lưu màu son rất lâu, mình thích. Hẹn gặp lại shop nha. ",0
"Màu son đỏ nâu có chút cam. Son lên môi mướt mịn, ko bị khô môi son có mùi kẹo hơi nồng.",0
"Chấp nhận mua trên này mặc dù giá cao hơn để chắc chắn auth. Nhueng mà nhắn tin hỏi 3 lần 7 lượt không rep, chán :))))",1
"chất lượng sản phẩm tuyệt vời,giao hàng nhanh, đóng gói tốt.",0
Mua 3 lần rồi nhưng shop không bao giờ làm mình thất vọng 🤩🤗,0
"Chất son tạm ổn, đánh lót dưỡng rồi đánh son thì son trôi nhanh, bặm môi vài cái là chỗ đậm chỗ nhạt",2
"Son siêu xinh, bọc kĩ cẩn thận. Nói chung là ưng",0
Son đẹp. Xịn sò,0
"Màu son đẹp, khi son lên môi cảm giác mềm và mịn, son ko lì lắm nhưng đc cái màu son siêu đẹp ",0
"Màu V15 đẹp, base cam. Mẫu mới đẹp, lạ. Nói chung là ưng",0
Son đánh êm và mịn mùi thơm nữa,0
"Hộp của shop cưng quá cưng
Ưng cái bụng hà ^^",0
chất đẹp nhưng mùi giống son giả hơi buồn :( mình ko hợp mùi này,1
"Hàng chính hãng, mùi thơm ngọt, lên chuẩn màu. Son nhìn xinh ơi xinh, ship còn nhanh nữa 🙆",0
Hàng ok. Chất lượng tốt. Vỏ son màu đỏ nhìn xinh. Rất thích son,0
Son xinh ạ,0
"Son đẹp lắm ạ, nhìn phát mê luôn. Mua ở shopee mall nên tin tưởng nữa",0
Ok kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
"Son đẹp lên màu xịn khỏi bàn, vỏ nhìn sang chảnh cực, son lì mình đi từ sáng đến chiều vẫn còn trên môi thích lắm 😍",0
"Son đẹp. Hàng auth mà lại được sale nữa. 
Vướng t7, cn nên giao hơi lâu. ",0
"Hình thức đẹp, chất son khô và dính môi quá. ",2
"Mua được khuyến mãi cây dù mà giao chỉ mỗi cây son Cần lời giải thích,giao hàng thấy nhỏ xíu là thấy không có cây dù rồi nhưng vẫn nhận",1
"Hic V16 là 1 màu đỏ hồng nha mặc dù đỏ nhiều hơn trắng răng nhưng nó kiểu thường thường ấy. Biết vậy mua V17 có hint vàng, nhưng mà V16 ai da trắng đánh tôn da lắm nha, da mình vàng mà đánh vẫn ok lắm",2
"Chất son lỳ, mịn, k lộ vân môi, màu cũng rất đẹp và sáng da. Nhưng k hỉu sao khi dùng son này thì môi mình bị khô :( . Nếu k bị khô môi thì chắc mình sẽ mua thêm mấy cây nữa vì chất son và màu lên đẹp qá",0
"Shop gói hàng kỹ. Hộp đựng xinh. :> 
",0
"Đã mua 2 thỏi son tại sky007 và đều cảm thấy rất đáng mua. Chất son mịn, màu lên đẹp, mùi hơi giả nhưng không gây khó chịu. Chất lượng quá ổn so với giá tiền.",0
"Son mướt môi, nhẹ và xài rất tiết kiệm ",0
Đây là Son Fake nha mọi người mình lên Icheck kiểm tra mã vạch của Blackrouge nó nói fake nha,1
Màu đẹp! Bôi mềm mịn lâu trôi!,0
"Giao hàng nhanh, son đẹp màu siêu xinh",0
"hàng quá chán mùi hắc, son bết, không đáng đồng tiền mua lần không dám mua nữa",1
"sản phẩm chỉ có tính chất đỡ khô môi thôi. mình dùng 1 tháng rồi vẫn thế. quảng cáo đánh son môi hồng, không thấy hồng chỉ thấy nhợt nhạt bởi mà vàng của son. nhưng cho 3s vì sản phẩm dưỡng khô",2
"Son mềm,chất siêu thích luôn.màu lên môi rất đẹp,không bị khô",0
"Son siêu xinh, giao nhanh lắm lun. Son mịn với ko khô môi. Ko biết sao nhưng màu mik thấy nhạt hơn trong hình 1 xíu. THÍCH BBIA CỰC.
",0
Chất son mịn nhưng mình đặt nhầm màu nên k thích lm! Huhu......,1
"Chất son bị ""dầu"", màu lên khá đậm, không hợp với cá nhân mình :((",1
Son đẹp xài bền màu.có thỏi son nhỏ xíu nhưng shop đóng gói hộp to chà bá . Chắc sợ thất lạc hàng hay sao ak :),0
"Ban đầu nghi, màu sẽ nghiêng về dạng cam cháy như ver3 màu 12. Tuy nhiên, lúc thử giống màu cam neon hơn, với mình đánh đậm lên màu đẹp sẽ đẹp hơn",2
"Son lâu trôii, thơmmm. Lần trước mua rồi bh quay lại mua thêm nữaa. Ưng lắm luônnn ❤️",0
"Mình cực kì ưng sản phẩm luôn ạ, tem mác đầy đủ giao hàng cực nhanh",0
"Giao hàng nhanh,sản phẩm chất lượng tốt. Khá hài lòng về shop",0
"Son đẹp mê mẩn luôn. Nhg theo cá nhân mk đã dùng màu 02 14 15 a3 mk thấy màu 14 là đẹp nhất hợp vs p da ngăm đen. Mà độ lì son cũg lâu nữa,mk đánh từ ság đến chiều màu vẫn rất đẹp.khuyên chân thành các p nên mua màu 14 nhé💋",0
Son đẹp lắm ạ. Đóng gói cũng xinh nữa. Mọi người nên mua ỏ đây vì bbia là dòng son rất dễ fake ở Việt Nam. Sẽ mua lại ạ.,0
cảm giác bết màu son lì khi tô,1
Đẹp lắm luôn ạaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
Màu son k đúng như ảnh. Thật sự mua về nhưng mình không dùng được,1
Son đẹp. Mua rất nhiều lần son của shop,0
Mình đặt shopee mall bbia chứ mình ko đặt sky007 mà sky007 giao cho mình. Son thì ok nhưng hơi thấy hơi buồn.,1
Mua ở shop tận 4 cây rồi.son chính hãng giá rẻ nên rất yên tâm nha mn,0
"Chắc do mình chọn màu ko đuọc đẹp nên màu lên mình ko ưng , chát thì ko đc mịn lắm mà ko hiểu do son để lâu hay sao mà nó cô đặc lại  quét son nó ko bám vào đầu son để lấy , quét mãi mới đc ",1
Son đẹp và thơm lắm nhé shop .đóng gói cẩn thận .giao hàng nhạn đúng màu ạ 🙆,0
Giao hàng nhanh. Vỏ hộp đựng son đẹp. Test lên môi cũng xinh ngất ngây. Màu đỏ nhẹ tươi tắn. Hài lòng❤,0
Màu sáng hơn hình,2
"Eo ôi thật sự chứ shop đóng gói y hộp quà nhìn xinh xẻo không chịu được. Anh shipper đưa hàng mà mình cứ nghĩ là được nhận quà thích ghê ấy. 
Về chất lượng thì không phải bàn. Màu đẹp lắm ạ :3 
",0
Màu đẹp lứm lun 😍😍,0
"Giao hàng đủ và siêu nhanh. Màu son cực kì cực kì đẹp, đúng là màu best seller có khác. Cám ơn Merzy nhiều.",0
"Đã nhận được hàng, đóng gói cẩn thận chắn chắn. Shop thân thiện nhiệt tình",0
Xinhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0
Son không lì tí nào vừa ăn vào đã trôi luôn :((,1
"Son mịn lên màu xinh,không bị khô môi. Nhỏ bạn nói là hàng fake không phải auth nhưng mình thấy son xài rất là ok, k bị khô môi, có điều đáy nhãn hơi khác so với hàng auth của nó.vẫn cho 5 sao nhé. Mình nghĩ chắc do đổi mẫu thôi.",0
Đóng gói sản phẩm chắc chắn. Shop giao đúng màu son. Chưa thử nên không biết sao nhưng nói chung ưng ý,0
"ấn tượng đầu tiên là hộp đẹp :))) đóng gói kỹ, vỏ son của mình bị 1 lỗ nhưng nói chung cũng ổn, màu son đẹp cực nhé, tô lên môi mịn dễ sợ luôn ",0
"Thiết kế đẹp mắt. 
Chất son mềm min",0
Bảo shop xem ghi chú thì shop chống chế lại là: shop có bộ phận đóng hàng và in đơn riêng. Không chịu quan tâm tới khách hàng. Đánh giá 1 sao có thể shop không quan tâm nhưng đó là 1 bài học cho shop,1
"Shop phục vụ rất tốt, thiệp kèm theo rất xinh. Thời gian giao hàng rất nhanh ",0
Sản phẩm rất tốt. Phải viết dài để cho đủ 100 kí tự. Son lên màu chuẩn đẹp,0
"Sản phẩm ổn với giá tiền, sử dụng dưỡng ẩm khá tốt.",0
Son đẹp. Đóng gói chắc chắn. Đủ hàng. Mùi son thơm 👍👍👍👍👍👍👍...,0
Không đúng như hình..thất vọng,1
"Shop đóng gói cẩn thận, son rất thơm ạ.",0
Đánh ok. Màu lạ k dừ quá đâuuuu,0
"Son siêu đẹp luôn,thơm ,mịn môi lên màu thì khỏi chê luôn nè😍😍",0
sản phẩm ok ,0
"Vỏ nhìn đẹp ơi là đẹp, màu son lên cũng xinh lắm áaaaaaaaaaaaaa",0
"giao hàng nhanh,đóng gói cẩn thận hộp siêu to so với cây son :)",0
"mới về chiều nay, 1 thỏi bị gãy, 2 thỏi kia để tặng hết rồi nên không biết chất lượng, nói chung là không ổn",1
Son hơi khô. Màu ok.,2
"Hàng Trung Quốc nha bà con, son rất khó đánh, lem nhiều",1
"Đóng gói sản phẩm chắc chắn, thời gian giao hàng chậm, chất lượng sản phẩm dùng ok,màu lên chuẩn..",0
"son lên màu đẹp, mịn, mượt, không gây khô môi, đây là cây thứ 3 mình mua rồi mà vẫn muốn mua thêm",0
"Son đẹp lắm ạ, màu xanh nhìn xinh thật sự luôn. Chưa thử son nên chưa biết như nào.",0
Son hơi khô nhưng màu đẹp. Cần dưỡng môi đầy đủ nha!!!!!!!!!!!,2
Son đẹp. Lên mquf tốt dkxkxnxhzhshzbxjxbxnxnznhzhxhdckfkckcmf,0
An tuong dau tien la goi hang rat de thuong. Tiep theo la mau son kha dep. Dac biet la rat lì.,0
"Son đẹp, mịn mịn, thơm thơm mà kh hiểu sao son màu đỏ gạch mà lên môi mình lại thành base hồng nữa :<< buồn nhiều chút ",2
"Nhận được son kèm thiệp rất xinh xắn , chưa test lên môi nên chưa đánh giá son vội hihi",0
"Mua trên shopee mall nên chất lượng đáng tin cậy, đóng gói và giao hàng đều ổn",0
"Sản phẩm đóng gói rất đẹp, màu sắc phù hợp, giao hàng khá nhanh",0
"Son đẹp lắm, mua shoppe mall nên cg yên tâm. Lười chụp hình nên lấy ảnh khác",0
"Son màu lên khá đẹp nhưng khi lên môi không đều. 
",2
Nó ra màu khác với hình,1
"Lần thứ 2 mua son của shop, vẫn rất hài lòng về chất lượng và cách đóng gói nhé! ",0
"Son đẹp màu đẹp đóng gói đẹp thiệp đẹp, tất cả đều đẹppppppppp",0
"Màu son đẹp, mịn và có mùi thơm, đóng gói đẹp và cẩn thận. Giao hàng nhanh ❤️",0
Dùng ok. Không muốn viết thêm nhưng để 59 kí tự phải viết thôi. ,0
"thật sự rất thất vọng về shop lun ,sp mình chek mã vạch ko dc vậy để shop mail chi ko biết ,lừa đảo thật sự luôn,nếu là hàng thật của bbia thì đã có hạn sử dụng rõ ràng ngay đáy r
",1
"Màu son đẹp
Độ bền màu mức trung bình, bạn nào da ngăm k nên mua màu này vì nó sẽ tối da
Phấn mịn hợp tone da
Tks shop vì gói hàng rất cẩn thận ❤️",0
Hàng đóng gói rất cẩn thận đẹp và rất ưng ý 😘sẽ mua nhiều lần nữa ❤️❤️,0
"Bản thân mình không thích mùi son này lắm
Đóng gói sản phẩm đẹp và chắc chắn
Son đẹp, rất đáng tiền",0
"Son check được mã.  Màu đẹp không cần bàn. Chất spn mướt. Hơi thơm.  Shop bán đồ rất chất lượng
",0
"Son ok lắm,  màu đẹp,  mịn và lì lắm luôn,  có điều giá 149 trong khi 150 mới freeship hazzzzz",0
"Chất lượng k có j để chê, hàng sản xuất đã lâu, hạn sd k đc dài ",2
"Nước son quá lỏng, không giống màu cam đất như hình. Y như màu cam tươi",1
"Chất son hơi lỏng , phải quẹt 2-3l mới lên rõ màu son :(( hơi thất vọng  1 tí ",1
Con bạn nó bảo mày lên đây vote thẳng 10 sao cho t 😆,0
Chất son hơi xấu,1
Cực tốt...tin tưởng shop ....cam ơn shop nhiều,0
"Son màu rất đẹp, bao bì cũng đẹp, shop giao hàng nhanh, đóng gói cẩn thận",0
"Mùi thì không được thơm mát như chanh mà có mùi sunlight.Cây màu trắng phần thân nhìn được đường sọc xanh ở dưới và chi tiết này mình đọc được là hàng fake, mình chỉ đọc trên mạng thôi chứ cũng không biết đâu là auth đâu là giả nữa vì lần đầu dùng loại này, ai biết nhắn tin nói mình với nha 😄",2
"choioi giao siêu nhanh luônnnn
chất son thì hong cần bàn haa :3",0
"Son thấy dễ trôi. Thoa 5p sau lấy giấy lau thì sạch son lun, k cần tẩy trang",2
đặt 118 đỏ cam. shop gửi về màu đỏ đất. không giống như cái mình dùng trước đó rồi. thất vọng,1
"Chất lượng sản phẩm tuyệ vời,   Jhcchjjjjjjhhhgggggvvgggggg",0
Giaoo hàng nhanh. Shop tư vấn nhiệt tình. Phải gọi là ưng trở lên ạ,0
Rất là dê thương luôn á 🥰🥰🥰🥰 cám ơn Bbia nhiều nhiều nhé ❤️❤️❤️❤️❤️❤️,0
"Gói hàng 📦 kĩ, đẹp, giao hàng nhanh",0
"Son thơm, đóng gói cẩn thận, check mã vạch chuẩn mà còn rẻ hơn giá thị trường rất nhiều. Thank shop nhé.",0
Đã mua rất nhiều lần ,0
"đóng gói sp chắc chắn đẹp, màu son đẹp bền màu",0
Màu 20 mình mua khác hoàn toàn màu của hãng. Màu mình nhận được kiểu như màu hồng xấu vô cùng. Thất vọng lắm lắm luôn.,1
"Giao sai màu. Đặt màu 13 giao màu 12. Lỗi cũng do mình không kiểm tra kỹ, nhưng lỗi đầu tiên là do shop giao sai màu, vậy mà từ chối luôn yêu cầu trả hàng do mình lỡ bóc tem phụ, sản phẩm mình chưa sử dụng. Bắt khách chịu thiệt hoàn toàn dù do shop sai trước. Sản phẩm không đáng bao nhiêu tiền nhưng không hài lòng với cách xử lý. Quá tệ",1
Son  mịn mềm môi.. đáng tiền..giao hàng nhanh.. sẽ ủg hộ shop dài.. giá cả hợp lý,0
"Lúc nhận hàng vỏ hộp son có hơi bị rách ngay góc, mong shop cải thiện thêm ạ. Son thì vẫn rất ok ",2
Son màu sắc nhẹ nhàng đẹp. Nhưng nhanh trôi,2
Đã mua một lần và mua thêm lần nữa. Rất ưng í,0
Màu son và chất son đẹp. Bám màu tốt. Chỉ có điều ko có ngày sản xuất thôi.,0
Nói chung là đóng gói ổn,0
Siêu ưnggggggg. Son cầm nhẹ tay cảm giác như bên trong k có gì ý. Màu son không khí lễ hội dã man,0
"Son đẹp lắm nha m.n , chất son lì nh ko bị khô. Shop đóng gói và giao hàng nhanh. ",0
Sonn khônggg lì bóngggg bóngggg nhưnggg giá thế thì không đòi hỏi nhiều,2
Shop giao hàng nhanh giao đủ số lượng son rất đẹp luôn 😂😂😂😂😂😂😂,0
Bảo có quà tặng mà không có là sao,1
"Màu 12 is za bezt lun á, mình mua cây này là cây thứ 4 rồi, màu vừa xinh lại giữ lâu",0
Đã xài tới cây thứ 3 =))))) không còn gì có thể khen được nữa. Mua ở đây thì đảm bảo hàng auth.,0
"Chất son siêu thích, khá bất ngờ vì son lì nhưng vẫn mướt môi, ngang với các son high end nữa :D",0
Son màu xinh lắm hé:3333 mỗi tội giao hàng hơi lâu:v tại cx xa thật:v,0
Shop phục vụ tốt giao hàng nhanh. Chất lượng son chưa dùng chưa biết vì mua tặng bạn màu 15 để dùng thử màu 11 rồi đánh giá sau.,0
Đây là lần thứ N mua son bên shop rồi . Chả chê vào đâu đc ❤️❤️,0
Chuẩn auth dùng rất mịn và thích,0
"Son cực kì lì, màu đẹp và bền. Sau khi ăn uống vẫn không trôi son. Mình rất thích ",0
"Son siêu xinhhh, lên màu chuẩn mịn như nhung vậy á. Đóng gói sản phẩm cẩn thận, giao hàng nhanh. Thanks shop 😍",0
"Giao hàng nhanh, đống gói sản phẩm chắc chắn, màu son lên đẹp, lì mịn thơmU",0
"Siêu siêu xinh.
Giao hàng nhanh chất lượng",0
"Đóng gói số đẹp và chắc chắn
Thời gian giao hàng nhanh
Addgklqtiodgjkzxvnmwtjooknsfbnmdgjn",0
son Thị OK nhưng mùi nó kì kì mình kh thích mùi này... mà mầu 17 nó sang hơn trong ảnh rất nhiều 🤦,1
Màu đẹp đánh nhạt màu đỏ cam đánh đậm màu cam cháy,0
Đây là cây thứ 4 mình mua ở shop rồi. Tin tưởng dữ lắm :))) lười chụp nên lấy ảnh tạm,0
"Son màu đỏ cam đẹp,lì màu.shop đóng gói đẹp và chắc chắn.giao hàng nhanh",0
"Giao hàng nhanh, màu đẹp, để trải nghiệm thêm xem sao..........",0
"Son sịn sò lắm nhaaaaaa mn. Lên màu xinh dã man mà lại còn lỳ nữa chứ 😘😘😘
Khuyên mng là nên mua nạ

",0
Hàng nhận nhanh đóng gói cẩn thận ví nhìn ổn. Nhưng hộp son tem niêm phong đã bị bóc trước. Cảm giác như son với hộp râu ông nọ cắm cằm bà kia,1
"Son đẹp lắm ạ
Chất son cũng đẹp. Lên màu ưng lắm ạ
Đóng gói hàng chắc chắn, cẩn thận lắm ạ",0
"Son ưng ý, shopmall dễ thương reply có tâm chứ ko chảnh như vài brand khác. ",0
"Màu xinh xỉu luôn :))) có mùi thơm, đánh êm mượt 10đ. Còn để chính xác hơn thì sử dụng lâu dài mới biết 🌹",0
"Giao nhanh
Đúng mẫu
Mùi hắc 
Nhìn bé hơn trong hình 
Nhưng màu đẹp
Đóng gói chắc chắn
Phù hợp với giá tiền",0
Khi giao hàng mình nhận hàng và hàng đã bị bóc ra .,1
Chỉ dùng dưỡng ẩm trước khi ngủ vì sau khi tẩy da chết thì môi mình hơi khô. Ngoài công dụng làm mềm môi thì mình chưa thấy công dụng làm hồng cũng như trị thâm của sản phẩm,2
"đóng gói đẹp cực. son mềm môi, không bị khô, nếu không ăn thì khá bền màu đó. nói chung là đỉnh",0
lần này cửa hàng không uy tín gì cả,1
Son rất đẹp. Lên màu chuẩn. Bền màu cực kì. Rata chi là ưng. Đợt sau canh sale mua tiếp,0
"Chất son lỳ, mùi hơi nồng nhưng màu lên môi đẹp nhẹ môi, mịn lắm",0
"Giao hàng nhanh chóng, chất son mướt, bám lâu, màu son rất xinh",0
"Son xịn chất mịn đẹp, thơm mùi ngọt ngọt. Giao hàng nhanh, được cả quà tặng kèm.",0
Thật sự chưa bảo giờ hài lòng đến thế. Lúc nhận được hộp đẹp đã thấy với cùng có thiện cảm rồi mà lúc mở ra thấy bên trong son được bọc cẩn thận thì còn hài lòng hơn. Son màu 25 đánh rất đẹp!,0
"Xài Merzy nhiều tới nỗi mà tụi b cứ tưởng mình đi quảng cáo cho Merzy không ý 🤣 cứ ra sản phẩm mới là mua, mua bất chấp, mà trong tất cả các loại son mình xài thì mình cũng ưng ý Merzy nhất, son lì bất chấp, sáng đánh có khi tối về tẩy trang mà bám không ra luôn.",0
Son đẹp màu rất xinh hơi base hồng nhưng vẫn kewt và packaging rất kewt ^^,0
"Màu đẹp, chuẩn 👍",0
"Mùi thơm cực nha, nhưng có vẻ không thích hợp lắm với người có môi hơi khô như mình. Tô sương sương thì okaycee, còn tô đậm thì cá nhân mình thấy không ưng lắm. Và vừa tô được vài phút thì môi mình bắt đầu khô, nứt nẻ :((( Chán cái môi mình quá luôn.",2
"Giao hàng nhanh, màu đúng chuẩn, đã ủng hộ shop nhiều và sẽ tiếp tục ủng hộ 🥰",0
son đánh xong khô môi luôn,1
Màu khá xinh và tự nhiên nhưng khô môi,2
Son rất xinh,0
"Đặt màu 04 mà shop giao màu 07????
Dán giấy đè lên nhìn không còn đẹp nữa",1
Shop rất dễ thương. Đóng gói như hộp quà cực xinh kèm theo tấm thiệp nhỏ. Shop có tâm nhất quả đất. Cám ơn shop nhiều! Chúc shop mua may bán đắt. Sẽ tiếp tục ủng hộ shop.,0
"Màu siêu đẹp, chất cũng mịn. Shop giao nhanh, đóng gói cẩn thận.",0
Lần thứ 3 mua ở shop. Rất thích,0
"shop đóng gói cẩn thận, giao hàng nhanh, đã mua của shop mấy lần, sẽ ủng hộ shop lâu dài, mua đúng đợt sale",0
"quẹt nhạt vẫn có chút hồng, quẹt từ 3 lớp mới ra đúng màu đỏ gạch. do sắc tố môi mình đánh đậm mấy vẫn có hồng, base cam hồng. ám ảnh son hồng dã man các mẹ, mẹ nào k thic hồng dù chỉ 1 chút thì k nên chọn cây này nhé. chất son mỏng mịn, tiệp môi, k mùi....",2
spham OK ạ,0
"Son đánh rất đẹp đánh 1 chút son thôi là xinh lắm r, lại đc shop bọc rất cẩn thận hộp siêu siêu xinh như hộp quà sinh nhật vậy❤",0
"Màu đẹp, giao nhanh, chất lượng tuyệt vời iiiiiiiiiiiiiiiiii",0
"Mua đỏ cam nhưng đánh lại không ra đỏ cam, buồn hết sức =))",1
"Son này lần đầu tiên mua chưa xài qua nên hiện giờ chưa thấy chất son sao vì vừa mới nhận đc hành thôi,đóng gói rất cẩn thận,trước khi mua mh cũng coi qua ngta nói là son này xài tôt và cũng nhiều ng khen nên mh quyết định mua xài thử,giá cả cũng rẻ nữa",0
"Hàng đóng gói cẩn thận
Màu 04 siêu xinh luôn ạ
Em này mượt và cực tôn da nhé ",0
"Thỏi thứ 4 rồi. Độ lì bơ phệch nhé :3. Còn mùa này dùng hơi khô, chịu khó dưỡng môi là oke",0
Vì là tone màu mình thích nên là nice ❤️ Mình cũng dùng sản phẩm của Merzy nhiều rồi nên là phiên bản này mua vì màu xanh của vỏ là chủ yếu 😌,0
Đóng gói rất thích hehe thỏi son có tí nhưng đóng gói hộp to k bị lạc khi vận chuyển,0
"Mua sản phẩm của shop lần 2. Thất vọng nhiều. Son Merzy mẫu mới shop giao là hàng face, mùi son gay mũi. Một son Romand check được mã vạch, son Merzy không ra nguồn gốc sản phẩm💢 khuyên mọi người nên cẩn thận khi quyết định mua son của shop",1
"vừa lấy son ra dùng lần đầu thì gãy, thất vọng ghê huhu",1
"Chỉ muốn nói là quá ưng, mình xài thỏi V6 đến nay k biết là bao nhiêu thỏi rồi. Vẫn muốn mua xài tiếp. Bọc chắc chắn, chính hãng, dòng son dành cho các bạn gái muốn nhẹ môi, cực lâu trôi. Đi làm việc full ngày vẫn sẽ còn lớp base cực xinh.Tóm lại lại Merzy luôn best nhất trog các thỏi son tớ đã dùng",0
"Chất son thích lắm, mềm và thơm! Shop giao hàng nhanh, đóng gói đẹp và chắc chắn!",0
"Son lên màu đẹp, chất lượng thì khỏi chê. Mình mua 7-8 thỏi từ ver 1 đến ver 5 rồi và giờ vẫn rất hài lòng hihi. ",0
Son lên màu đẹp. Lâu trôi. Chỉ tội khô môi,0
Mình mua màu 115 như giới thiệu là đỏ quyến rũ nhưng khi nhận hàng thấy vọng tràn trề vì đánh lên môi nguyên màu hồng ánh tím. Thật là khủng khiếp,1
Shop giao thiếu hàng,1
"Màu son mà thiên về đỏ hơn chút thì tốt. Son đánh lên môi mịn, mướt",0
"Sản phẩm rất tốt, đóng gói cẩn thận, mình rất thích nha shop..",0
"Chất lượng sản phẩm tuyệt vời, giao hàng tận nơi, nhanh, đóng gói sản phẩm rất chắc chắn",0
màu son lâu trôi lên màu đẹp độ dưỡng môi bình thường nếu mua dưỡng môi thì ko nên,2
"Son cực đẹp, sang, sịn và mịn
Đóng gói cẩn thật và cute nè😍 😍 😍 ",0
"Chẩ lượng sản phẩm tuyệt vời,
Đóng gói sản phẩm rất chắc chắn.",0
"Ship nhanh, đóng gói cực cẩn thận, lại còn được tặng túi và gương nữa chứ, chất son thì dùng rất ok màu 17 lên môi nhìn rất tự nhiên. ",0
Giao hàng siu nhanhh Màu xinh chất đẹp hàng chuẩn ncl đáng mua nha vỏ nhìn cũng xinh nè màu 25 k bị già đâu ,0
Màu khác hình nhiều tươi hơn nói chung cũng ok nhưng thích màu trong hình hơn,2
son giao hàng nhanh và màu lên đẹp lắm ạ.❤️,0
"Màu đẹp và chất son mịn vs lì , good",0
Son đẹp. Shop bọc hàng cẩn thận và giao hàng nhanh. Đánh giá 5 saoo,0
"Son màu đẹp. Từ khi dùng thử thì BBa đã trở thành son yêu thích hihi mùi thơm, mình dùng nền môi nên lên màu chuẩn, mịn môi k bị bết. Giá rẻ nữa, m.n nên thử",0
Hôm nay có khuyến mãi nên mình mua . Shop bảo tặng kèm tuýp kem nền nhưng khi mở hộp ra lại ko có . Đây cũng là lần thứ 2 mình bị như vậy . Mình nghĩ nhận rồi thì thôi nên ko bấm trả hàng chi cho mất thời gian . Mong shop khắc phục . ,1
"Vẫn luôn thích cách đóng gói hàng của shop. Cẩn thận, tỉ mỉ thực sự. Lần thứ n mua Bbia chưa bao giờ thất vọng ^^",0
Mua tặng vk. Vk thích là vui rồi :))),0
"Cây thứ ba mua tại shop rồi, màu rất ưng, sẽ ủng hộ shop dài dài 😍",0
yêu lắm í ❤️,0
Thời gian giao hàng lâu chị giao hàng siêu cute vì giao hàng lâu trừ 1 sao,2
"Son rất đẹp, chất son lì mịn, lên màu trắng răng, giao hàngb nhanh, phục vụ nhiệt tình! Nói chung là rất thích son, sẽ ủng hộ lâu dài! ",0
Màu chưa chuẩn,1
"Son mượt nhưng khô 
Người giao hàng nói thô lỗ không xem trọn khách hàng ",1
"Son màu rất đẹp ưng ý nhất từ trước tới giờ
Son mùi thơm dịu nhẹ
Chất son mịn rất lì
Đóng gói cẩn thận giao hàng nhanh",0
"Son đẹp, chất thích, khi mình đánh mọi người đều khen xinh. Cảm ơn shop hii",0
"Cùng 1 hiệu 1 cùng 1 màu cùng 1 shop cây thứ 3, cứ xài hết lại mua thôi tại bị ưng quá. 🤣 Giao hàng nhanh đóng gói đẹp.",0
son không lì như mô tả đánh lên thì vài phút sau khô môi nói chung không như mong muốn,1
Chưa thử son nên không biết thế nào. Mua hôm có quà tặng kèm mà không thấy quà đâu . Hơi thất vọng . Giao hàng nhanh,1
"Hàng chính hãng, đóng gói cẩn thận, giao hàng nhanh . Trên cả tuyệt vời 👍👍",0
"Lần nào mua của shop cũng ưng ý! Đảm bảo ủng hộ shop dài dài, dùng son lì mềm môi thôi rồi. Chúc shop buôn may bán đắt👍🏻👍🏻❤️",0
Hàng như cc trầy sướt hết trơn hàng dỏm đừng nên mua,1
Shop cực dth. Đc tặng thiếp giáng sinh. Mua 2 lần r. Hàng của shop ok lắm🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,0
Giao nhanh. Màu đẹp hợp mùa đông. Bình thường thì chỉ nên đánh lòng môi hoặc đánh 1 lớp rồi bặm giấy nhạt đi,0
"Son nhanh trôi, chất son loãng, bôi lên chỉ cần thấm nhẹ là hết son luôn",1
Son siêu xinh luôn nha mn,0
"Son lên màu siêu đẹp luôn không chê vào đâu đc luôn á 
Hdhhdhdhdjjd",0
Giao thiếu hàng nhưng nhắn tin quá chừng shop không rep. 115k đổi lấy thái độ lồi lõm này của chủ shop (: Mọi người nên cân nhắc khi mua sản phẩm bên shop này nhá. ,1
"Giao hàng nhanh, màu son lên đẹp, đóng gói sản phẩm chắc chắn sẽ ủng hộ shop",0
giao hàng nhanh son màu siêu đẹp siêu ưng ạăaaaaaaaaaaaaaaaa,0
