,comments,label
1829,Đánh xong nhìn thấy rõ son bết và vón cục trên môi luôn. Haiz.,1.0
1830,Đặt 06 shop giao 05 =))),1.0
1831,"Đặt 1 mã gửi 1 mã khác, nhắn tin hỏi cửa hàng thì hoạt động trực tuyến mà không thèm trả lời. Cho 1 sao vì ghét cái thái độ bán hàng.",1.0
1832,đặt 1 màu mà lại gửi 1 màu. Thất vọng,1.0
1833,"Đặt 1 thỏi son mà shop gói 1 cái hộp to đoành xinh dã man ấy, son thì đầy đủ tem mác vỏ giấy, giao đúng màu. Nói chung là rất ưng luôn ❤️",0.0
1834,Đặt 10 món shop chỉ giao cho mình 8 món trong khi mình đã thanh toán trước qua thẻ. ,1.0
1835,Đặt 10/10 thấy tặng son nhưng khi nhận thì không có bù lại đóng hàng chắc chắn,2.0
1836,đặt 118 đỏ cam. shop gửi về màu đỏ đất. không giống như cái mình dùng trước đó rồi. thất vọng,1.0
1837,Đặt 17 giao 04,1.0
1838,Đặt 2 cây 2 màu giao 1 màu chán shop thật nhắn tin hay gọi đều không trả lời,1.0
1839,Đặt 2 cây roman giao 1 cây roman 1 cây ink haizzz,1.0
1840,"Đặt 2 đơn hàng cùng ngày 4/3 để làm quà 8/3 cho chị và ny,một đơn chọn giao hàng j&t một đơn vì có 1 sản phẩm shop không bật j&t nên buộc phải chọn giao hàng nhanh.đơn chọn j&t thì giao luôn hôm sau 5/3 còn đơn chọn giao hàng nhanh thì 9/3 mới giao.Trước khi mua đã nhắn shop bật j&t nhưng không nghe",1.0
1841,"Đặt 2 đơn luôn nhóe..siu xinh
Đánh giá nhận 100 xu nha
Cảm ơn shop",0.0
1842,"Đặt 2 đơn luôn nhóe..siu xinh
Đánh giá nhận 100 xu nha
Cảm ơn shop",0.0
1843,Đặt 2 khuyến mãi đi kèm chỉ có 1 định khiếu nại mà nhìn hàng tặng buồn cười quá nên thôi :))))))),2.0
1844,Đặt 2 món...giao 1 món...còn 1 món tự huỷ đơn hàng luôn ạ...không biết lý do tại sao...,1.0
1845,Đặt 2 son black rouge mà giao có 1 son với chai kem chống nắng 49 ngàn. Nhắn tin thì shop không rep ,1.0
1846,Đặt 2 thì dc 1 thỏi còn 1 thỏi hang face đanh k lì k bám môi k chuẩn mài,1.0
1847,"Đặt 2 thỏi nhưng chỉ giao có 1 thỏi, thỏi kia là vỏ không ",1.0
1848,"Đặt 25 nhưng giao 23, không khác gì treo đầu dê bán thịt chó :)) nhưng mình lỡ bóc hàng mà không quay video nên không nói lí được",1.0
1849,"Đặt 4 thỏi 4 màu , ghi chú đầy đủ rồi vẫn giao 4 thỏi 1 màu , làm ăn vô trách nhiệm",1.0
1850,"Đặt 4,2g giao 3,9g hihi :))))",1.0
1851,Đặt 5 sản phẩm mà shop giao có 4 sản phẩm nhắn tin thì shop không trả lời,1.0
1852,Đặt 6 thỏi. Giao 5 thỏi. Nt hỏi shop shop bảo sẽ check lại cam nhưng vẫn k thấy. Khi nào shop ck lại tiền 1 thỏi son cho m hoặc gửi bù 1 thỏi son cho m m sẽ sửa đánh giá.,1.0
1853,đặt 8 thỏi thì giao có 7 thỏi. nhắn tin không trả lời.,1.0
1854,"Đặt 805 mà shop giao 804 hzzzzzzzzzzzzzzzzzzzzzzzz 
Chờ hàng mòn mỏi ",1.0
1855,Đặt a05 giao a15 nhắn shop không rep,1.0
1856,Đặt A22 giao A21 thật sự rất cáu.,1.0
1857,Đặt ba thỏi son dưỡng nhưng shop đều gửi sai màu cả ba thỏi,1.0
1858,Đặt bảng mắt màu 2 nhưng ship màu 4 lấy vỏ màu 2 bỏ hộp màu 4,1.0
1859,"Đặt bbia 25 giao 21 
Ib shop không trả lời",1.0
1860,Đặt đỏ đất mà giao nude cam. Đổi lại sao ạ,1.0
1861,Đặt đỏ tươi mà như kiểu giao đỏ cam vậy,1.0
1862,"Đặt hai màu 5 và một màu 2 thì shop lại giao thành màu 5,6,2 
Nhưng giao hàng nhanh nên tạm ổn ",2.0
1863,đặt hàng 11/11. Ngày 20/11 mới nhận được hàng,2.0
1864,Đặt hàng hôm t6. Chủ nhạt đã nhận dc hàng. 👍😓😓😓. Aieu nhanh luôn. Shop đóng gói xinh xinh,0.0
1865,"Đặt hàng hôm trước hôm sau có luôn ạ! ^_^ Mà BBIA Official Store còn rất thân thiện nữa, nhắn tin cùng shop rất giải trí! 😂😂 bbia and eglip are the best! ^_^ Mua nhiều lần rồi và chưa bao giờ thất vọng ạ! ^_^",0.0
1866,Đặt hàng là màu đỏ cam tiki lại giao hàng màu đỏ dâu.Thất vọng,1.0
1867,Đặt hàng ở mall chưa bao giờ khiến mình thất vọng... đóng gói đep!,0.0
1868,"đặt hàng phức tạp, khó mua được như ý",1.0
1869,"Đặt hàng shop ngày 9/3 đến tối ngày 16/3 ms nhận đc hàng,khá là lâu,sp son rất đẹp,hàng auth,nhưng thấy giao hàng lâu,khá là thất vọng,vì bt hơn 1 ngày là nhận đc hàng r",2.0
1870,"Đặt hàng xong hết rồi nhưng shop gửi thiếu 2 cây son xong gói tiền trả lại chung với những món còn lại mà không nhắn tin báo cho em biết 1 tin nào. Làm việc 1 cách một phía, riêng lẻ như vậy trong khi buôn bán là sự tương tác thỏa thuận giữa người bán và khách hàng chứ ạ?",1.0
1871,"Đặt hộ bạn nên không biết son như nào, giao hàng nhanh, đáng tiền",0.0
1872,"Đặt hồi trưa hôm qua, trưa hôm nay lấy hàng
Gói hàng khá kỹ, chất son mịn ",0.0
1873,Đặt hôm quA hôm nay đã nhận đc hàng r ❤️ giao hàng nhanh. Son auto đẹp,0.0
1874,"Đặt hôm thứ 2 thứ 4 đã có.
Màu v11 khi swatch trên tay là màu đỏ thuần nhìn rất tươi(điện thoại mình chụp ko giống màu ở ngoài). Lên môi mình nhìn kỉ có ánh cam nhẹ(môi mình là môi chì nên màu hơi khác). Tẩy trang đi lớp base màu hồng ánh cam.Son không hề trôi khi ăn.Ai tìm màu đỏ tươi thì chọn v11.",2.0
1875,Đặt lần 2 rồi,0.0
1876,"Đặt lần này giao hơi  lâu nhưng  mà son  đẹp
Đóng gói cẩn  thận  ....",0.0
1877,Đặt lộn màu muốn huỷ đặt lại mà shop từ chối huỷ đơn nên giờ mình có hai cây giống nhau,1.0
1878,"Đặt màu 04 mà shop giao màu 07????
Dán giấy đè lên nhìn không còn đẹp nữa",1.0
1879,Đặt màu 06 giao 05,1.0
1880,Đặt màu 13 gửi màu 12,1.0
1881,"Đặt màu 16 giao màu số 06, màu sáng hơn màu mình chọn. Shop giao hàng nhanh, son hơi bột do màu sáng",1.0
1882,"Đặt màu 24 mà giao màu 25, không hài lòng!",1.0
1883,Đặt màu 4 thì giao màu 3 vs 5 nên chỉ cho 3 sao,2.0
1884,Đặt màu A10 giao A9,1.0
1885,đặt màu cam mà lúc nhận hàng test y chang màu hồng :),1.0
1886,"Đặt màu đỏ nhưng son lại thành màu hồng, chất  lì, đẹp",0.0
1887,"Đặt màu M06 ra màu m6 ,chán , trước bạn mình vừa mua xong cũng giao sai màu vậy ,màu xinh son chính hãng mỗi tội giao sai màu",2.0
1888,"Đặt màu này đưa màu kia, rất không thích",1.0
1889,"Đặt màu RED VELVET mà ra màu hồng đất :) đỉnh quá à, màu son biến đổi ngay khi mua trên shopee mall",1.0
1890,Đặt merzy v17 giao v16 ạ. Nhắn tin shop từ trước về việc giao hàng lâu nhưng không được rep nên em cũng xin đánh giá 3* luôn không cần đổi hàng :) vì nhắn tin chắc gì đã được trả lời lại mất thời cả 2 nữa :),1.0
1891,Đặt một kiểu giao hàng một kiểu. ,1.0
1892,Đặt nhưng không giao,1.0
1893,"đát quá cận hạn (2017 đến 2021), mẫu mã, màu sắc đẹp",2.0
1894,"đát quá cận hạn (2017 đến 2021), mẫu mã, màu sắc đẹp",2.0
1895,Đặt rồi mới nhận ra nó hồng quá :((,1.0
1896,Đặt sai màu ko hủy đc nữa nên gọi shop đổi cho và đc hỗ trợ. Đóng gói đẹp :),0.0
1897,"Đặt son 4,2g nhưng giao hàng 3,9g nhưng được cái thời gian giao hàng nhanh",2.0
1898,"đặt son mà nghỉ dịch nên nhờ ngừoi lấy hộ, nhưg mà trc mình cũng mua rồi, son dùng thích lắm luôn",0.0
1899,Đặt son mà shop không có hàng để khách hàng chờ tới 2 lần mới nhận đc. Chất lượng son bình thường.,2.0
1900,"Đặt son nhưng lại giao cây che khuyết điểm, nhắn tin hỏi thì đổ lỗi cho khâu đóng gói bên shopee, son và cây che khuyết điểm giống nhau hề🤣🤣🤣🤣nếu hết hàng thi cứ nhắn báo người mua 1 tiếng chứ đừng buôn bán kiểu treo đầu dê bán thịt chó, thất đức à",1.0
1901,Đặt tặng sinh nhật bạn. Nó đã nhận được hàng. Chất lượng ok lắm. Màu son lên đẹp. Đóng gói chắc chắn. Đặt biệt giao hàng nha. Đúng ngay sinh nhật nó luôn. Hihi,0.0
1902,Đặt thỏi màu xanh thì shop lại giao màu trắng. Bình thường đặt tầm 2 ngày là có. Lần này đặt 1 tuần mới giao hàng.,1.0
1903,Đặt trong tết mà ra tết ms nhận đc.bù lại đc quyển lịch năm mới để bàn khá xinh xắn 😘😘,0.0
1904,"Đặt trước Tết hôm nay mới nhận được, chắc do nghỉ Tết. Được tặng kèm lịch thích ghê😘😘",0.0
1905,Đặt từ chiều thứ 6 mà chủ nhật đã nhận được hàng rồi. Giao siêu nhanh luôn ^^ Đợi mãi màu 12 mới về. Đóng gói cẩn thận lắm ạ ^^ Vẫn ủng hộ shop dài dài <3,0.0
1906,Đặt từ trong tết nên giao hàng hơi lâu ạ! Bt giao nhanh lắm! 25 này mình đợi hàng mãi mới có nên đặt luôn 2 thỏi! Màu này mê li khỏi bàn luôn ý,0.0
1907,"Date 2022
Shop giao hàng nhanh
son màu đẹp. 
đóng gói chắc chắn",0.0
1908,Date 23.8.2022 nên mn cứ yên tâm order nha. Son rất đẹp đã mua 1 cây ở đây r. Cửa hàng chính hãng nên yên tâm lắm,0.0
1909,"date dài và có tem chống giả nên mình rất yên tâm khi sử dụng e này, thêm nữa là e này có mùi khá thơm :))",0.0
1910,"Date dài. Mùi kẹo nồng khiến hơi khó chịu lúc lấy ra. Lỡ liếm môi lúc son chưa khô là đắng ghét luôn :( tẩy trang rát cả môi mà vẫn k sạch hết đc. Mới thì mềm môi nhưng mới dùng đc 2-3 ngày thấy khô môi lắm. Lên tay thì đỏ gạch, lên môi mk thì đỏ hồng, hồg ít thôi. Sau ăn để lại lớp base k đẹp :( ",1.0
1911,Date xa ! Đóng gói sản phẩm đẹp và chắc chắn ! Giao hành nhanh ! Like,0.0
1912,"Đau buồn, màu son không giống, rất không hài lòng",1.0
1914,Đâu có lì đâu,1.0
1915,"Đầu cọ son k giống như hình trên shop, lúc lấy son thì bị kẹt, khó rút ra rút vô
Chất son thì ok
Nhưng lúc lấy và đút lại cọ son vào lọ son khó khăn",1.0
1916,Đầu son bị cắn,1.0
1917,đầu son hơi lệch. Son khá lỏng lẻo,1.0
1918,"Đầu son hơi nhỏ, màu 04 mình đánh lên bị thiên về cam, mùi cũng hơi nồng ",1.0
1919,"Đầu son mở ra bị xước. Son có mùi nhựa plastic, không phải mùi vanille chocolate. Mình nghĩ shop đã bán son FAKE cho mình ",1.0
1920,"Đầu tiên là đóng gói cực ưng luôn ạ.  Xinh xắn và chắc chắn.  Về sp thì xuất sắc k kém.  Thiết kế nhỏ gọn,  chất son mềm mịn iu iu .  Sẽ ủng hộ tiếp ạ  👍",0.0
1921,Đầu tiên nhận sp thấy được vỏ hộp riêng của bbia đã thấy đẹp r nha.bóc son ra tem mác đoàng hoàng có xuất xứ.còn có cả thiệp nữa.nch là rất ưng nha,0.0
1922,"Đầu tiên thì là mùi son rất thơm,kiểu mùi nho ý. Tô lên môi thì nhẹ,không bị bột, Có vẻ màu sắc nhẹ hơn review,bởi mình thích màu đậm nên màu này không ưng lắm. Nhưng chất son ổn đó",2.0
1923,"Đây chắc là đơn hàng mình ưng nhất từ trước tới giờ mua trên shopee ❤️ gói hàng cực kì kĩ và đẹp luôn. Mua 1 cây son với nhũ mắt mà thấy shop ship hộp to đùng, thì ra được tặng thêm cái túi nữa. Giao hàng thì quá nhanh luôn. Giá mua lúc flash sale nên cũng rẻ hơn bình thường",0.0
1924,"Đây không phải lần đầu tiên mua son này...
Hộp đựng son vẫn luôn xinh xắn như thế...
Vẫn luôn gói cẩn thận như thế.
Son vẫn đẹp như thế, lấp lánh từ hộp luôn...",0.0
1925,"Đây là cây son BBIA 25 thứ 3 mình mua rồi, màu xinh khỏi bàn, tuy nhiên cây thứ 2 mình mua hơi bột và vón =(( tuy nhiên cây này chất lại rất oke. Shop giao hàng nhanh.",0.0
1926,"Đây là cây son thứ 2 của mình. Mình rất ưng màu này, vừa hok kén da vừa bám rất lâu và không gây khô môi.",0.0
1927,"Đây là cây son thứ 4 mình dùng của bbia rồi. Mình thấy chất lượng rất ok với giá bỏ ra. 
Tuy nhiên lippink thì hơi nhạt đánh nhiều cũng k lên. Phù hợp để mix với son khác",0.0
1928,"Đây là cây son thứ hai mua ở shop, lần trước hài lòng bao nhiêu thì lần này thất vọng bấy nhiêu, chất son khô đặc , son lên không mướt mịn đẹp như lần trước, không xài được vì son lên quá tệ. ",1.0
1929,Đây là cây thứ 2 dòng son này mình mua sau cây cam cháy số 12. Cảm nhận là màu này không lì bằng màu 12. Nhưng màu xinh. Mình rất thích.,0.0
1930,Đây là cây thứ 2 mình mua ở shop này.....rất ok chuẩn màu .....,0.0
1931,"Đây là cây thứ 2 mình mua tại shop rồi , son màu đẹp xĩu , mùi thơm chứ ko gắt , lại lâu trôi . Mua 2 cây còn đc tặng túi nữa hehe shop đóng gói cũng đẹp nữa . Điểm 10 cho chất lượng",0.0
1932,"Đây là cây thứ 3 luôn mình mua của shop luôn ý, son lên màu đẹp, lâu trôi lại còn không khô môi...hơn nữa giá còn tương đối rẻ. Nói chung là rất đáng tiền♥️",0.0
1933,"Đây là cây thứ 3 mình mua. Màu quá đẹp, son lên môi nhẹ và mềm! 
Giá tiền hợp lý mà son thì quá chất lượng! Sẽ tiếp tục ủng hộ shop!!!",0.0
1934,Đây là cây thứ 4 mình mua ở shop rồi. Tin tưởng dữ lắm :))) lười chụp nên lấy ảnh tạm,0.0
1935,"đây là dòng son nền mình không thích nhất. màu son thì đẹp nhưng chất son quá tệ. khi dùng son cứ bị bệt trên môi, không tán son ra đều, son không bám môi, chỉ cần uống nước thôi là son trôi sạch sẽ.",1.0
1936,"Đây là lần đầu tiên mình mua hàng ở shop nên mua cũng ko nhiều nhưng shop vẫn đóng gói hàng kỹ lắm ạ, giao hàng cũng nhanh nữa nên mình rất hài lòng nha. Cám ơn shop.",0.0
1937,Đây là lần đầu tiên mua son của hãng và cũng lần đầu mua son qua shoppe. Shop giao hàng đúng màu mình chọn. Chất son thì để xài thử mới biết. Nhưng mình nghĩ tất cả các dòng son muốn lên màu chuẩn thì phải tẩy tế bào chết môi 2 lần/ tuần và đặc biệt nên dùng son dưỡng trước khi đánh,2.0
1938,"Đây là lần mua thứ 2 rồi. Gói hàng đẹp, cẩn thận, giao hàng cũng bình thường. Nói chung là ưng. Tks shop 😘",0.0
1939,"Đây là lần t2 mình mua son ở đây. Chất lượng của bbia 25 thì khỏi bàn rồi. Mình phải săn cả tháng trời mới mua đc. Son siêu thơm, mềm nữa....",0.0
1940,"Đây là lần thứ 2 đặt hàng của shop, son lên màu chuẩn, chất son là loại m ưng nhất trong các dòng son kem, không bị loãng, lì, màu bám tương đối lâu. Hàng m nhận được cũng rất nhanh. Cho shop 5 sao đến hiện tại nhé",0.0
1941,"Đây là lần thứ 2 mình mua hàng ở shop, chất lượng thì khỏi phải nói. Mình cần gấp mà shop vẫn đáp ứng giao hàng cho mình. Nhìn son siêu mê luôn🥰🥰🥰",0.0
1942,"Đây là lần thứ 2 mua hàng của shop mình rất hài lòng về sản phẩm, đóng gói đẹp khỏi nói, giao hàng nhanh nữa. Cảm ơn shop",0.0
1943,"Đây là lần thứ 2 mua hàng ở shop rồi, rất tin tưởng shop, màu đẹp, lên môi mịn .....................",0.0
1944,"Đây là lần thứ 2 mua son bbia từ shop, đóng gói đẹp, chất lượng sản phẩm tốt, rất OK, mình rất ưng ý, thansk shop nhiều.",0.0
1945,"Đây là lần thứ 3 mua hàng rồi mà lần nào cũng giao nhanh, đóng gói chắc chắn, có hộp đẹp. Cuối cùng thì cũng mua được màu best seller, vẫn thiết kế quen thuộc, thơm mùi việt quất thì phải tar, màu lên chuẩn, bám màu lâu, không khô môi.
",0.0
1946,Đây là lần thứ N mua son bên shop rồi . Chả chê vào đâu đc ❤️❤️,0.0
1947,"Đây là màu 24. Rất đẹp
Shop giao hàng nhanh. 
Son mịn
Lên màu chuẩn",0.0
1948,"Đây là màu đỏ hồng nhưng hồng lại nhiều hơn 😪
Base là hồng cánh sen... huhu mình da ngăm mà hồng cánh sen muốn xỉu... ngoại trừ việc đó ra thì ko có gì để chê cả. Chất son ngon lành hơn blackrouge, ăn đứt phytotree24h. Về độ lì mình chọn màu này cũn khá ư là lì á. Mình sẽ mua lại màu khác 🥳🥳🥳🥳🥳🥳🥳🥳🥳",0.0
1949,"Đây là màu son lần đầu tiên mình dùng của bnia và cũng là màu mình ưng nhất.m đã mua cả màu 02 và 23 nhưng 02 đỏ quá, 23 lại nhạt quá . M dùng hết màu 12 giờ mua thêm",0.0
1950,Đây là màu son nhưng mà chất lỏng :) nên là dễ dính răng dù son ít hay nhiều mà lại nhanh trôi cực,1.0
1951,"Đây là một loại son có giá phải chăng, phù hợp với túi tiền sinh viên. Bao bì đơn giản gọn nhẹ mà lại vô cùng chắc chắn. Sau khi đánh lên mình thấy rất mềm môi, mùi vani thơm thơm ngọt ngọt thích lắm",0.0
1952,"Đây là shop đầu tiên mình đánh giá 1*. Thái độ phục vụ cực kì kém. Vẫn online nhưng khách nhắn không phản hồi. Nếu bạn tiếp tục giữ cách làm việc phục vụ như vậy thề với bạn bạn không đi xa hơn được nữa đâu, bởi KH là nguồn nuôi sống bạn, nhớ đấy !",1.0
1953,Đây là Son Fake nha mọi người mình lên Icheck kiểm tra mã vạch của Blackrouge nó nói fake nha,1.0
1954,Đây là thỏi 14 thứ 2 của mình. Vẫn rất ưng màu này. Mong Bbia sẽ ra thêm những màu son đẹp như này nữa 😍😍😍😍,0.0
1955,đây là thỏi son t3 m dùng r rất thích nhé. giao hàng nhanh nữa mỗi tội đặt màu 25 khó quá m toàn p canh mới mua dc. tuyệt vời,0.0
1956,"Đây là thỏi son thứ hai mk mua ở đây r,  sky007 thì yên tâm chất lượng khỏi bàn",0.0
1957,"Đây là thỏi thứ 4 mua dùng rồi. 
Eo ơi cái chất son nó mịn như nhung, màu son lên chuẩn, bám lâu cực kì lâu luôn nè ❤️❤️❤️",0.0
1958,Đây lần thứ 3 mua màu này rồi. Tuy mỗi lần đều có màu khác nhau nhẹ khi lên môi nhưng nhìm chung vẫn rất dễ dùng,0.0
1961,Đc . Giao hàng hơi lâu một chút ạ. Hi vọng shop sẽ cải thiện,2.0
1962,đc 1 thời gian son ko bám bột nhiều. chỉ thấm được nước nên chất son ko mịn. chỉ như nước màu đỏ,1.0
1963,"Đc của ló cc ạ:)) 🙊💜
Giao hang hơi chậm xíu nhưng oke phết nha<3
Vì shop gói hàng chưa kĩ lắm hoặc quá kĩ làm vỏ son bị móp😿
",0.0
1964,Đc đẹp nhưng giao hàng verrrrrrrrrrrrrrrrrrrrrrrrrrrrrry slowly 😇,2.0
1965,Đc tặng thêm cái gương xinh xinh. Chất và màu đều lên đẹp,0.0
1966,Dc tặng túi nữa đây. Cám ơn shop nhiều,0.0
1967,"Đc tặng túi vải rất xinh, giao hàng bt, gói hàng chắc chắn, son chất đẹp",0.0
1968,"để hàng chính hãng mà hàng Trung Quốc tin được không, không hài lòng, không có tem chính hãng, cũng may chỉ mua thử 1 cây",1.0
1969,Để hình tặng kèm son nhưng giao chỉ có 1 cây son kem. Quá thất vọng,1.0
1970,Để hinh tặng kèm son nhưng khi nhận hàng chỉ có 1 cây son kem duy nhất,1.0
1971,Đẹ lắm à son thơm mềm môi ko bị khô . Da ngăm và môi hơi thâm như m đánh màu 20 nhé ,0.0
1972,"Để tặng kem nền mà ko có, son thì ok",2.0
1973,Dễ thương ghê. Cảm ơn shop nhiều nhiều 😘😘😘,0.0
1974,"Dễ thương, nhưng cầm hơi nhẹ tay. Chất son ko lỳ lắm, mùi thơm. Giao hàng nhanh, nhưng bên vận chuyển giữ hàng lưu kho 2 hôm sau mới chịu giao",2.0
1975,"dễ trôi, bạn nào môi thâm không nên mua, phù hợp cho da trắng nhiều hơn, hơi kén men răng",1.0
1977,"Deal ổn, có mã giảm giá, đóng gói đẹp, chắc chắn, màu lên môi đẹp.",0.0
1978,"Đến cái hộp ngoài cũng xinh luôn, shop giao hàng nhanh, son ok",0.0
1979,Đéo nhận đc nha,1.0
1980,Đẹp,0.0
1981,Đẹp,0.0
1982,đẹp,0.0
1983,Đẹp,0.0
1984,Đẹp,0.0
1985,Đẹp,0.0
1986,"Đep
",0.0
1988,Đẹp . Ko chụp dc hình .giao hàng nhanh .... tuyệt vời ..........,0.0
1989,Đẹp 😍😍,0.0
1990,"Đẹp ạ 🙆🙆♥️♥️, 
(Ở ngoài đẹp hơn hình ạ🤤🤗)",0.0
1991,Đẹp cây t2 rồi vẫn quyết định mua thêm cây nữa,0.0
1992,Đẹp cực,0.0
1993,Đẹp cực đẹp ạ hihiiiiiiiiiiiii heheeeeeeeeeeeeeeeeeeeeeee,0.0
1994,Đẹp cực kì luôn ❤️,0.0
1995,"Đẹp cực kì, ưng lắm luôn ấy aaaaaaaaaaasaaaaaassaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasssssssssssssđfff",0.0
1996,Đẹp dã man tàn bạo,0.0
1997,Đẹp đến nao lòng. Siêu xinh đẹp. Vậy là tậu được 4 màu của 4 version roài ahihi thích lắm,0.0
1998,"đẹp đẹp rất đẹp đẹp 
giao hagf nhanh 
chất lương san pham tuỵet vơi 
gia re dẹp 
nsjndndnxnsndbnsnbdbdbbsnsbbsbdb",0.0
1999,"Đẹp đẹp rất là ưng ý lun á, gói hàng đẹp chắc chắn ủng hộ cho shop nhiu",0.0
2000,Đẹp đúng màu,0.0
2001,"Đẹp hâhhahajajajakakakakkakzmzznmzznsnsnnssmnsnsnsnsns
",0.0
2002,Đẹp k chê đc a! Tuy giao Hàng hơi lâu 1 chút nhưng chất lượng thì quá ok! Gói hàng cần thận đẹp mắt,0.0
2003,"Đẹp khỏi chê 
Lần sau sẽ ủng hộ shop tiếp 
Gdhdhdjdjrjfjrjfjfjffjjf",0.0
2004,"Đẹp khỏi phải bàn, thiết kế son khá đẹp, không mua thì hơi phí.",0.0
2005,Đẹp lắm ạ cảm ơn shopppppppppppppppppp hihiiihhhihiigiihihi,0.0
2006,Đẹp lắm ạ dssgghbjjdaaaXVBHMTRFFDEEEEGHHHHHTRDGHHDAQWH,0.0
2007,Đẹp lắm ạ shop rất dễ thương có cả thiệp chúc luôn e camon shop nhiều 😂😂 đóng gói rất cẩn thận ạ,0.0
2008,"Đẹp lắm ạ, shop ở Hồ Chí Minh mình thì ở Hà Nội, đặt từ mùng 3 hnay mùng 5 đã có hàng rùi :))) nhanh gần bằng hàng ship nội thành Hà Nội luôn. Chất son, màu son và auth thì mình k nói nữa tại đây là shop chính hãng mọi ng đọc cmt của các bạn khác cũng thấy. Ưng nhất là ship very nhanh dù mùa dịch ❤️🖤",0.0
2009,"Đẹp lắm ạ, ủng hộ dài dàiii",0.0
2010,Đẹp lắm lunnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.0
2011,Đẹp lắm luôn,0.0
2012,Đẹp lắm luôn 😊,0.0
2013,Đẹp lắm luôn 😍,0.0
2014,Đẹp lắm luôn 😘,0.0
2015,Đẹp lắm luôn ạaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0.0
2016,Đẹp lắm nà vỏ son nhìn sang vãi chưởng. Mùi không thơm lắm như mình nghĩ,0.0
2017,Đẹp lắm nha,0.0
2018,"Đẹp lắm nha :v 
Ahihi hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",0.0
2019,"Đẹp lắm nha mng 
Bsbdhidbijbdbidudbbehwubduhdubeubeybdybeye",0.0
2020,Đẹp lắm nha shop 🤨,0.0
2021,Đẹp lắm nhaa màu ưng thật sự.ship còn rất nhanh nữa chứ mk mua 3 thỏi r 😍😍😍😍😍😍😍😍😍😍😍,0.0
2022,Đẹp lắm nhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawwwwwwww,0.0
2023,Đẹp lắm shop 😁😁😁,0.0
2024,Đẹp lắm shop ơi,0.0
2025,"Đẹp lém ẹ =)) không bị khô môi nhaa, ship cũng nhanh lắm ạ, giá cả cũng ok 🤧 nói chung là ok ha",0.0
2026,Đẹp lên mau ok hhhhhhhhhhhhhhhhjjjhhjjjjjjjjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhjhjjjjjhhhhjjjjjjjjjjjjj.,0.0
2027,Đẹp lịm tim luôn ạ sẽ ủng hộ shop dài dài,0.0
2028,"Đẹp lung linh luôn đó đánh lên môi rất mềm 
Có cả time chống hàng giả luôn ",0.0
2029,"Đẹp mà giao hàng nhanh, mình mua ngây đợt sale rẻ",0.0
2030,Đẹp màu hồng cam đào rất bắt màu da,0.0
2031,"Đẹp mê ly, thơm ghê, muốn đổi màu khác mà không đc r, thôi dùng hết ủng hộ shop tiep 💙💙",0.0
2032,"Đẹp mê ly.. Vỏ son quá đẹp luôn.. mùi thơm thơm còn màu son thì khỏi bàn cãi nữa!
Thích lắm luôn!!",0.0
2033,"Đẹp mua gần 20.10 được gửi thiệp chúc mừng
Thời gian giao chậm",0.0
2034,Đẹp như lời đồn,0.0
2035,"Đẹp nhưng e muốn pass do k hợp màu
Ai muốn mua ib e pass rẻ cho ạ",0.0
2036,đẹp nhưng giao hàng lâu,2.0
2037,Đẹp ổn tem mác đầy đủ kakakakajakkakaakakkakakakajsksmsmmsa,0.0
2038,"Đẹp quá là đẹp luôn ạ 
shop gói hàng cẩn thận và siêu xinh ạ 
chính hãng 1000000% luôb",0.0
2039,Đẹp quá shop ơi rẻ đẹp thế này ủng hộ mãi thoii :)),0.0
2040,"Đẹp rất hài lòng
",0.0
2041,Đẹp thật sự nhìn mê lun ý. Chất son đỉnh của đỉnh,0.0
2042,Đẹp từ bên ngoài đến chất son ☺️ Đóng gói rất xinh và cẩn thận ❤️,0.0
2043,Đẹp từ trong ra ngoài ok,0.0
2044,"Đẹp từ vỏ hộp đến màu son, mùi thpwm dễ chịu, giao hàng nhanh...",0.0
2045,"Đẹp từ vỏ, chất đến màu nhe. Son cầm nhẹ tay nhưng lấp lánh óng ánh xinh cực, vỏ màu lạ ❤️ Son lên mịn môi và không bị khô, mướt lắm. Đánh ít thì hơi hồng nhưng đậm tí thì lên màu đúng hơn. Ưng ❤️❤️❤️",0.0
2046,Dep tuyet voiiiii luonnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.0
2047,Đẹp vãiiuii,0.0
2048,đẹp vlllllllllllllllllllllllllllllllllllllllllllllllll,0.0
2049,Đẹp xuất  sắc,0.0
2050,Đẹp xuất sắc nhaaaaaaa 😍,0.0
2051,"Đẹp xuất sắc, base cam là đã thích rùi😂😂. Mỗi thỏi son mà hộp rõ đẹp. Mùi nhẹ, thơm. Đánh lên đẹp.Mỗi tội ship lâu quớ huhu. Chắc chắn sẽ có lần sau😍😍 chúc shop ngày càng phát triển
",0.0
