,comments,label
2555,Đồng gói cẩn thận. Chất lượng tốt. Máy đẹp. Giáo hàng nhanh....,0.0
2556,Giao nhanh và chất lượng tốt,0.0
2557,Màu đẹp ko bị trôi sau khi ăn,0.0
2558,Mua 3 lần rồi nhưng shop không bao giờ làm mình thất vọng 🤩🤗,0.0
2559,Màu 17 lên môi t thành hồng cánh sen nên hơi thất vọng :((,1.0
2560,Sản phẩm gói cẩn thận.màu son rất ưng ý và lên môi đẹp.cảm ơn shop rất nhiều ,0.0
2561,Màu son đậm quá 😂😂😂😂,1.0
2562,Son chim ưng quá đi. Tô mướt môi lắmmmmmmmmmmmmmmmmmmmmmmmm,0.0
2563,"Màu son sáng hơn ảnh 1 tí nhưng mà son lì và mịn, không bị khô môi",0.0
2564,"son ko giữ ẩm rất khô, màu trôi nữa",1.0
2565,"Có tem chống hàng giả. Màu xinh, mỗi tội da đen k hợp.
Vdmdkaknfmc",0.0
2566,"Giao hàng okelah, hàng gói kỹ, còn nguyên seal, màu 22 mellow note xinh xắn, nhưng là màu nude nên bạn nào makeup kiểu mấy chị tây đạm đạm xíu hoặc tô nhiều lớp vs màu khác thì oke",0.0
2567,"Giao hàng siêu nhanh, anh shipper cũng có tâm nữa. Shop gói hàng cũng cẩn thận nữa. Chất son của dòng bbia mịn, nhẹ và mùi nhẹ siêu thích",0.0
2568,"Lần này mình mua thêm 4 cây nữa, màu son rất đẹp, mềm và không khô môi, cảm ơn shop nhiều nhé , sẽ tiếp tục ủng hộ shop dài dài",0.0
2569,"Giao hàng nhanh,son lên màu không chuẩn ",1.0
2570,Tại sao Tiki lại giao cho mình cây son cũ như vậy? Mình đặt 2 cây cùng lúc mà 1 cây nhìn như hàng cũ không có gì trong ruột hết vậy?,1.0
2571,"Son bóng chứ không lì như hình. Mau trôi, dễ tẩy trang, lên môi nhìn trắng răng.",2.0
2572,"Đóng gói sản phẩm đẹp và chắc chắn
Son màu đẹp như ý
Giao hàng rất nhanh",0.0
2573,"Son dùng ok, k bị bột, khá là lì giữ đc màu lâu và thơm. Bên shop đóng gói vào hộp xinh nhìn rất thích",0.0
2574,Mua 1 cây vỏ đen rồi nhưng thấy vỏ xanh đẹp quá vẫn phải mua mình thấy son ok lắm á,0.0
2575,"Mình có xem rv nên đã chọn màu 13 màu hồng pha cam đất ,màu cực tự nhiên,chất son mịn, mùi thơm nhẹ ,không khô nếu bạn tẩy tế bào chết môi thường xuyên nha",0.0
2576,"Son lên màu siêu đẹp, giao hàng nhanh, đóng gói cẩn thận",0.0
2577,"son mùi nhẹ, khá cứng nên mình nghĩ sài chắt còn lâu mới hết, còn tác dụng như trên quãng cáo thì chưa thấy",2.0
2578,"Gói hàng oke giao hàng nhanh, son đẹp nhưng màu hơi khác hình do hình ảnh chụp độ sáng khác nhau,",0.0
2579,Sản phẩm lỗi. Son bị gãy,1.0
2580,Rất okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0.0
2581,Hàng móp méo nặng,1.0
2582,Êu lúc giao mở ra mùi ngọt như kẹo luôn ý nếu mình nói quá ra 1 tí là thick vc ra sẽ ủng hộ shop nhiều nha,0.0
2583,Ưngggggggggggggggggggggggggggggggggggggggggggggggg,0.0
2584,giao hàng nhanh son màu siêu đẹp siêu ưng ạăaaaaaaaaaaaaaaaa,0.0
2585,"Vỏ son xinh dã man, màu lên cũng khá ưng, mềm mượt môi và không bị nhanh trôi",0.0
2586,"Shop giao hàng nhanh.Son rất xinh, màu 20 kiểu cam đào hơi trầm trầm ấy, mùi hơi nồng nhưng màu đẹp nên bỏ qua, son không gây khô môi như các loại son khác.",0.0
2587,Mua 01 dán 01 ma s sơn ra màu hồng 😤,1.0
2588,Hôm nay tao mới quét mã hidden tag cũng là son black rouge đấy nhưng lại ra phiên bản 3,1.0
2589,hàng cận date. Đọc đánh giá và hỏi shop trước nhưng shop không nói date bao nhiêu. Khá thất vọng ,1.0
2590,"Son đẹp cực kì, shop gói rất là iu luôn, mình mua màu A5 lên môi cực đẹp",0.0
2591,"Đây là màu son lần đầu tiên mình dùng của bnia và cũng là màu mình ưng nhất.m đã mua cả màu 02 và 23 nhưng 02 đỏ quá, 23 lại nhạt quá . M dùng hết màu 12 giờ mua thêm",0.0
2592,Đang muốn mua màu hồng đất và màu mlbb thì cây này đáp ứng được cả hai luôn. Tô lên môi mà như không tô. Mix cùng son bóng ở lòng môi đẹp hết sảy.,0.0
2593,Màu son đẹp nhưng chất son hơi loãng,2.0
2595,"Không đẹp bằng màu 12, chất son hơi bột. Lần sau sẽ ko mua 14 nữa mà mua 12. Cảm giác răng vàng hơn. ",1.0
2596,"Ui chất son lì, thơm , chuẩn auth lại tặng thêm túi. E cảm ơn shop nhiều ạ ❤️❤️❤️",0.0
2597,"Giao hàng nhanh, đóng gói cẩn thận. Son lên môi siêu mịn môi. Màu siêu đẹp. 5 sao cho shop",0.0
2598,"Thỏi 13 thứ 2 mua rồi , chất mướt nhưng dính k lì như màu 12 14 nhưng dc cái k khô môi
",0.0
2599,"Màu đẹp, giao đúng hàng ❤️",0.0
2600,"troi oi son đẹp lắm shop ơii 
siu siu chim ưng em này luonn í <3",0.0
2601,"Màu 25 đỉnh của đỉnh luôn,đổi bao nhiêu son cuối cùng cũng tìm ra thỏi son chân ái của cuộc đời😂 màu son cực tôn da nhé,da ngăm đánh ngon ơ😍 Ver5 này đánh lên mềm môi lắm không bị nặng môi,son cũng không quá nồng mùi hóa học như ver4 (dù vẫn có mùi hóa học nhưng cũng k nồng bằng ver4).Hài lòng cực",0.0
2602,K biết có phải chính hãng k nhưng đóng gói sản phẩm đẹp và cẩn thận . Son mùi thơm .test thử thấy son k bền mầu lắm.,2.0
2603,"Màu siu đẹppp
Son thơm, mướt môi, giữ màu đc khá lâu
☺️☺️☺️...",0.0
2604,"Chất son khá mềm và mượt . Màu rất đẹp tôn da và k sỉn men răng .  khi ms thoa , son vẫn chưa hoàn toàn set trên môi Mọi ng nên khoảng 15’ rồi ms ăn nếu k trên môi sẽ  chẳng còn gì . ",0.0
2605,Chưa bao h thất vọng khi mua ở đây 🥰,0.0
2606,"Đóng gói đẹp. Chất son lì mịn, mùi thơm nhẹ. Mk rất thích.",0.0
2607,"Chim ưng lắm shop ạ.son đẹp  nhẹ ,lâu trôi,vỏ thiết kế xinh lắm luôn",0.0
2608,"Màu son đẹp , dễ tán màu , nhưng không giữ màu đc lâu , vỏ son thì lạ , đẹp mắt , thông điệp trên son thì quá ư là ý nghĩa , đóng gói sản phẩm cũng rất chắc chắn",0.0
2609,Hàng đẹp với giao hàng nhanh.cảm ơn shop rất nhiều,0.0
2610,"Mua lần thứ en nờ t, lúc nào shop cũng đóng gói rất đẹp, chất son thì chuẩn chỉnh r, luôn luôn yên tâm",0.0
2611,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0.0
2612,Bản thường chứ có phải marvel đâu. Lại còn bị dơ. Coi ngta đc nhận marvel mà tau tức tau phải qua lại đánh 1 sao á.,1.0
2613,Hình mẩu màu cam mà lại về màu hồng,1.0
2614,Bộ nhầm màu son nhé....mua hai thì đúng một...nhờ bạn lấy cho nên không trả lại đc...hơi buồn,1.0
2615,"Màu son xinh lắm ấy, dễ dùng, tôn da cực kì. Dùng son của khá nhiều hãng rồi nhưng thấy Bbia là sự lựa chọn rất đáng đồng tiền bát gạo!!! Mình cx không kén mùi lắm nên mùi chấp nhận được, chất son không khô môi nhiều, nhưng lại nhanh trôi. Tổng thể em này ok lắm nhé nhé😉",0.0
2616,"Son đẹp, cầm chắc tay, màu siêu xinh
Rất hợp với mấy bạn da trắng 😘",0.0
2617,"Chất lượng sản phẩm tuyệt vời , màu đẹp lắm luôn á, mua hôm sale và có mã giảm giá nên chỉ có 118k à",0.0
2618,"Hàng gói cẩn thận, giao hàng nhanh. Nhận được son rất là chim ưng, sẽ ủng hộ shop dài dài 🥰🥰🥰",0.0
2619,"Giao hàng nhanh, đúng màu, đóng gói cẩn thận. Chúc shop làm ăn gặp nhiều may mắn ạ.",0.0
2620,"chất lượng sản phẩm tốt 
đóng gói rất chắc chắn
thời gian giao hàng nhanh",0.0
2621,Hàng được đóng gói cẩn thận. Cây son to hơn mình tưởng tượng còn chất lượng của nó thì quá ok,0.0
2622,"Shop rất tốt vì đã chuyển hoàn lại cho mình dù mình đặt sai địa chỉ, màu cũng rất đẹp. Nhưng điều đáng buồn là khi mình vừa bóc hộp ra đã thấy nắp son dính bê bết son, xoay nắp son mở ra thì thành đã dính son giống như đã có người test son trước mình vậy, màu son được tặng cũng không đúng nữa...",1.0
2623,"Son rất lì, màu đỏ cam đẹp, tẩy trang sẽ không hết để lại màu hồng cuối cùng.",0.0
2624,Không phải màu đỏ đất,1.0
2625,"Đóng gói đẹp và cẩn thận, giao hàng siêu nhanh. Mặc dù trong sg nhưng sau 2 ngày đã nhận được hàng",0.0
2626,"Màu 04 và 24 rất đẹp, tôn da. ",0.0
2627,Đóng gói sản phẩm rất đẹp và chắc chắn. Đợi mãi mới có màu 12. Đã đang dùng màu này rất đẹp tôn da. ,0.0
2628,"đóng gói cẩn thận, son lên màu rất đẹp.
sẽ ủng hộ shop trong thời gian dài.",0.0
2629,"không hề lì, son xong để chút xíu chùi cũng hết. son nặng môi. bết dính... khá là thất vọng, nhưng mình nghĩ tiền nào của đó",1.0
2630,"Long lanh lung linh, chất son lên môi mịn!",0.0
2631,"Son màu đẹp ưng ý lắm ạ, đóng gói chắc chắn😍😍",0.0
2632,Chất lượng sản phẩm tuyệt vời đã mua hai lần tại shop và dùng rất oke mọi người nên mua,0.0
2633,"Đóng gói rất chắc chắn. Màu V6 cực xinh, đánh lên môi rất mềm môi ",0.0
2634,Shop làm ăn gian lận mua son hãng này nhưng lại giao son hãng khác. Dù hết hàng nhưng không báo trước với khách hàng,1.0
2635,"Đóng gói cẩn thận. Lần đầu mua nên cũng mong đợi rất nhiều. Mua màu 03 mà đánh lên môi chả có tý nâu đất nào, đỏ xong nó còn hơi hồng, bặm môi dính, không thích cho lắm nhưng thích lớp lót dưỡng, chắc từ giờ chỉ dám mua lót dưỡng riêng thôi ấy ",2.0
2636,Hàng hết date,1.0
2637,Giao hàng siêu nhanh. Mình dùng son Bbia quá nhiều nên chỉ cần đánh lên là biết son chính hãng ròiii. Chất son Bbia thì khỏi bàn luônn. Thíchhh,0.0
2638,"Chất son tạm ổn, đánh lót dưỡng rồi đánh son thì son trôi nhanh, bặm môi vài cái là chỗ đậm chỗ nhạt",2.0
2639,Giao hàng qua chậm,1.0
2640,Son chuản còn dc tặng quà.thanks shop,0.0
2641,Son mềm  mịn nhưng uôngd nước vẫn rây ra cốc,0.0
2642,Mình đặt hộ bạn nên không biết chất son như thế nào  lần đầu đặt luôn,2.0
2643,"chất lượng không như mình mong muốn, môi vẫn bong tróc. Rất thất vọng",1.0
2644,"thấy đánh giá cao nên mua nhưng mua về thì như dùng hết rồi đấy, đây là thỏi son Back rouge A12 thứ 4 em dùng rồi nên bản thân em hiểu rất rõ, dùng 3 ngày như dùng 3 tháng vậy, thật vi diệu, son cũng không thơm nữa, nói chung là tránh được ra thì tốt, em xin cảm ơn!!!!",1.0
2645,"Son nhỏ mà hộp to đùng chắc chắn, chất son lì nhẹ môi ko bị bết dính,",0.0
2646,"Son đẹp lắm,  đánh lên rất mềm môi, ",0.0
2647,Chât lượng sáng phẩm tầm dk giáo hàng nhanh đóng goi sản phẩm chắc chắn,0.0
2648,"Son chất lỏng, trên hình cẩm có pha màu đất nhưng ở ngoài là cam đúng cam luôn",1.0
2649,"Son xịn mà rẻ là đây chứ đâu!
Màu nude nhưng k bị bợt da, nhìn lì nhưng không bị khô môi mà còn mềm, thơm, sang. Bỏ vô họp dth cực nhìn còn ngọt hơn ngiu tặng 🤣🤣
Giá rẻ mà còn được freeship và giao hàng siêu nhanh. ❤",0.0
2650,Nhận hàng khá hài lòng về cách shop gói hàng cơ mà chua sử dụng nên kbit chất lượng thế nào.,0.0
2651,Tôi dsax nhận được hàng. Tôi hài lòng về sản phẩm. Shipper nhiệt tình. Cảm ơn.,0.0
2652,Giao hàng nhanh chất lượng ok,0.0
2653,"màu son đẹp chỉ có điều là son nhanh khô quá, ko kịp tán là xong luôn. Giao hàng hơi chậm tẹo. Shop phục vụ ok 😊",0.0
2654,Giao hàng rất nhanh. Đóng gói cẩn thận. Trên cả tuyệt vời. Mình rất thích Merzy nên cho 5 sao,0.0
2655,Son bết dính chất lượng tệ,1.0
2656,"đã mua đến thỏi thứ 3, đánh mềm môi, lâu trôi, lên màu chuẩn. Cuối cùng bbia cũng cho lên shoppe vì trước toàn phải mua trên web ❤️",0.0
2658,Shop phục vụ rất tốt. Đóng gói sản phẩm kĩ càng. Giao hàng nhanh.,0.0
2659,Chất son ok nhưng do lỗi vận chuyển làm gẫy son nên hơi buồn,1.0
2660,Son lên màu rất đẹp mướt mịn môi có mùi thơm nhẹ. Shop gói hàng kĩ giao hàng nhanh.,0.0
2661,Son lên môi không khô cứ dính dính đụng đâu dính đó,1.0
2662,"Gói hàng chắc chắn, giao hàng nhanh, chất lượng sản phẩm chưa thử chưa biết ",0.0
2663,Xinh ơi là xinh,0.0
2664,Đẹp cực đẹp ạ hihiiiiiiiiiiiii heheeeeeeeeeeeeeeeeeeeeeee,0.0
2665,"Màu son đẹp, mềm môi
Đóng gói chắc chắn
Giao nhanh như cách nyc cấm sừng",0.0
2666,"Son đẹp lắm nha mấy bạn , hàng chuẩn xịn xò như shop nha . May mắn trúng anh shipper cực dễ thương . Giao xong còn cảm ơn lia lịa luôn . Lần đầu mua hàng vừa ưng sp vừa ưng luôn a shipper :)))))",0.0
2667,Son lên màu không chuẩn không biết do môi mình hay do son nhưng son màu đỏ nâu trầm lên thành hồng đỏ thì cũng sai lắm,1.0
2668,Màu này không giống màu 25 đâu mn. Lên môi mình có sắc cam nhiều hơn màu 25. Nói chung xinh lắm,0.0
2669,"Vừa lên đơn hôm trước, hôm sau đã nhận được luôn rồi. Son mướt, mềm môi, ko vón cục, mùi dễ chịu :))
Xuất sắc✨",0.0
2670,"Thơm đẹp độ lì không lâu ,son hơi lỏng",2.0
2672,"Màu siêu xinh, shop đóng hàng cẩn thận, được bonus thêm tấm thiệp xinh quá ^^",0.0
2673,"Giao hành nhanh. Son màu tươi hơn màu trên shopee, thiên về màu cam đào, nhẹ, mỏng môi, hơi bóng tí, độ bám bình thường chứ ko lì như quảng cáo lắm.",1.0
2674,"Mua tặng nên ko được dùng 😂 gói hàng và màu son rất xinh, có dịp mua lại màu này để dùng ♥️",0.0
2675,Son k lì tí là trôi hết,1.0
2676,"Mua nhiều lần rồi, hàng chuẩn auth, lên màu đẹp............",0.0
2677,Chất son tuyệt vời ko chê bào đâu được,0.0
2678,"hối hận vì đặt mua mình thấy rất nhiều review tốt nên mới đặt mua mở son ra mà chất kem đặc kinh khủng, dù đã dùng son dưỡng tán lên môi trước mà vẫn bết bết một cách khó hiểu. xong màu son thì tối tối xỉn xin nói chung là chán. hối hận khi đã bỏ tiền mua !!!!!!",1.0
2679,"Giao hàng chậm chạp, khi nhận hàng thì mình phát hiện shop giao sai màu, mình đặt lanna nhưng lại giao là kinda. Mình nhắn tin cho shop ở trên shopee lẫn instagram để yêu cầu xử lý nhưng lại không có trả lời mình. Thái độ làm việc như vậy rất tồi! Sẽ không có lần mua tiếp theo.",1.0
2680,"Chất son mịn lắm, màu đẹp, lâu trôi. Săn dc giá sale nên quá là ưng luôn. ",0.0
2681,"Son đẹp lắm ạ
Giao hàng nhanh
Shopee mall nên son chính hãng nha
Đã mua của shop mấy lần rồi đều ưng ạ",0.0
2682,"Bao bì đẹp, hàng auth 100%, mùi son thơm dã man luôn. Mình đánh thử màu rồi bao xinh bao lì bao lâu trôi. Khuyến khích các bạn nên mua trên đây đắt một tí nhưng mà đảm bảo😁",0.0
2683,"Màu son xinh xỉu, ưng lắm",0.0
2684,"Giao hàng nhanh, bao đẹp nói chung là đẹp ko chổ chê.",0.0
2685,"Chất lượng không có gì để chê, hàng sản xuất đã lâu, hạn sử dụng không được dài",2.0
2686,"Lần thứ 2 mua son của shop, mình rất thích cjaats son của bbia, son bám màu ngay lần đầu quẹt son, HSD còn mới luôn",0.0
2688,Để hình tặng kèm son nhưng giao chỉ có 1 cây son kem. Quá thất vọng,1.0
2689,"Son  chất mềm mượt, lên màu  đẹp giữ màu khá lâu. Thời gian giao hàng nhanh, đóng gói cẩn thận.",0.0
2690,Son ko dc lì như qc. Màu son đẹp. Fjfkdiidieejdjudejeidbddidj,2.0
2691,"Son chính hãng, tiệm gói đẹp và gửi hàng rất nhanh. Màu và chất của V6 đều OK. ",0.0
2692,"Son đẹp, đánh lên khi ăn thì vẫn còn 1 lớp base nhẹ, k khô môi ",0.0
2695,son dễ trôi ko bám lâu riêng mình không thích mùi này cho lắm,1.0
2696,vẫn như những lần mua trước mình đều ưng. từ cách gói hàng đến chất lượng sản phẩm . son xài mềm môi thoa vào là bám môi ngày. không khô môi mình dùng lâu cũng k thâm môi,0.0
2697,"Son mướt, mịn. Màu đẹp. Lì lắm luôn. Ăn xong k bị base hồng mà còn đỏ đỏ. Bao bù nhìn đẹp xỉu",0.0
2698,Màu đẹp chất son hơi khô thời gian chuẩn bị hàng lâu đóng gói sản phẩm đẹp,0.0
2699,"Nhìn vỏ ngoài sang chảnh đã mê ngay được rồi
Mua tại offical nên chất lượng đảm bảo
Hộp gói bên ngoài của BBIA cute điên đảo luôn, yêu ngay từ cái nhìn đầu tiên luôn 😍😍😍",0.0
2700,Cây màu 07 độ lên nhủ lấp lánh kh rõ lắm. Tô nhiều thì sẽ thấy độ lánh lánh hơn. Còn cây màu 03 thì lên màu ok. Chất son của 2c này như keo dẻo v ak. Có mùi và khi đánh lên môi sẽ thấy hơi đắng ạ. Màu son nếu ăn đồ hay lấy tay chùi nhẹ sẽ bay đi rất nhanh. Nchung tiền nào của nấy.,2.0
2701,"Màu cũng được, nhưng mà không lì gì hết, ăn một bữa là trôi hết á trời ơi T.T",1.0
2702,Shop gửi thiếu 1c son a25. Mong shop sớm giải quyết dùm e ạ  Rất buồn vì shop lớn mà làm ăn như vậy. 1c son ko đáng bao nhiêu. Gửi cả video khui hàng thiếu rõ ràng vẫn ko giải quyết,1.0
2703,"Màu rất đẹp ạ 😍, lên môi rất mềm cho shop 5 sao *****",0.0
2704,"Khá ổn, mình mua màu 20 lên màu khá đẹp nhưng phải đánh đậm mới lên đc",2.0
2705,Son lên màu hơi loè loẹt tí. Son khô có bất cứ niêm phong nào. Giao hàng mấy 3 ngày. Nhìn chug tạm đc.,2.0
2706,"Màu không giống hình, vừa già vừa xấu 😡😡",1.0
2707,"sản phẩm chats lượng ổn, phù hợp với tầm giá, giao hàng nhanh , khá ưng sp đã mua 3 lần",0.0
2708,"Ghi giảm thâm nhưng nhận son chỉ ghi là dưỡng môi giữ ẩm, chống khô môi",1.0
2709,Màu rất đẹp chất lượng tốt giá cả rất hợp lý,0.0
2710,"Đóng gói siêu xinh, đc tặng lịch nữa, son màu đẹp nưuax. Mọi ng nên mua nhé
",0.0
2711,"Son xinh. Màu lên chuẩn, đẹp, mượt, lỳ, không bị khô, nặng môi... ",0.0
2712,Chất lượng sp tuyệt vờiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0.0
2713,Check hidden tag không ra,1.0
2714,Chưa nhận được hàng mà ship nó báo giao rồi,1.0
2715,Màu 13 nghe đánh lên hồng nhẹ nhẹ xinh lắm. Có điều chất son cứ gợn bột và hơi mau trôi. Mùi son nhẹ nhàng nhưng mình k thích mùi cho lắm.,1.0
2716,Sản phẩm oke rồi  màu lên môi chuẩn luôn. Chưa chụp hình nên lấy tạm hình này,0.0
2717,Son đẹp. Màu xinh. Mua của shop 2 lần rùi ạ. Ok lắm. Mỗi tội a giao hàng thái độ quá kém như kiểu dân côn đồ ý,2.0
2718,"Giao hàng nhanh, màu đẹp mịn môi.
Mua được giá sale nên chỉ còn 105k.",0.0
2719,"Lần 2 mua ở shop, chất son rất ok. Lần trước mua màu 14 lần này mua màu 12 chưa dùng thử nhưng thấy mn đánh giá tốt.",0.0
2720,"Màu 17 là màu cam san hô mà đánh lên thấy màu hồng đỏ à Son tem mác đầy đủ, mịn, dưỡng tốt",0.0
2721,Màu số 2 rất đẹp. Tone đỏ cam tôn da. Ưng hết sức!!!,0.0
2722,Eo ơi son đẹp cực kì luônnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.0
2723,Màu son đẹp thơm giữ màu lâu thời gian giao hàng lâu đến tận tối ngày cuối cùng mình mới nhận được hàng,0.0
2724,đặt 1 màu mà lại gửi 1 màu. Thất vọng,1.0
2725,"Son siêu lì, đánh lên mềm môi, không có cảm giác nặng bí, mỗi một điều là mình có NOTE ghi chú cho shop khi mịn đặt hàng nhưng shop ko đọc, mong shop chú ý đến ghi chú của khách hàng khi khách hàng đã NOTE lại.",0.0
2726,Hàng chất lượng 😂,0.0
2727,"Đóng gói đẹp cẩn thận, nhận hàng rất thích, có thẻ bbia, có tem chống hàng giả, mua của mall nên rất an tâm, màu đẹp",0.0
2728,"Mình mua giá fs là 135k, nhận hàng nhưng không thấy có niêm phong chỗ mở son, màu 20 rõ trên hình là màu cam trầm, nhưng dùng lại ra màu hồng mà mình có nhiều màu này lắm rồi
Không hài lòng lắm do lần đầu mua son Bbia này",1.0
2729,Huhuu màu son tươi gấp 10 lần ảnh,1.0
2730,chất son Merzy mềm mịn lâu trôi ai cũng biết rồi. Mà vỏ này màu đẹp thiệt ba má ơi :(((... thiệt sự tui mua vì vỏ son ó ó ó...,0.0
2731,"Đỏ cam mà son lên môi lại ra đỏ hồng, hới thất vọng",1.0
2732,hơi ,2.0
2733,"thỏi son bay mùi nồng nặc, đang son mà mùi bay xốc lên mũi rất khó chịu, son lên môi dính chặt gây khô môi, k giống như các loại kem lì khác mình sử dụng",1.0
2734,"Vỏ son cực xinh luôn ạ, cái này miễn bàn. Cái mình thích nữa là son ít chì lắm, cực lì nhưng mỗi tội nó là base hồng ạ :( ai da trắng mới hợp với base này, dùng đi ăn thì ổn áp. ",0.0
2735,Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng bình thường. Đóng gói sản phẩm không tốt. Màu son đẹp,0.0
2736,"Hộp thì real nhưng son thì fake, tiền nào của nấy =)))",1.0
2737,son chất bị bột màu ok mùi nhưu cứt nói chung dùng cũng tạm ổn :)) duma son bôi tí đã khô,1.0
2738,Son nhiều chì,1.0
2739,Có code mua mỗi thỏi có 130k lại còn được tặng gương. Son đẹp xuất sắc luôn. Sẽ tiếp tục ủng hộ shop!!!,0.0
2740,"Đã nhận đc hàng nhưng không check được mã vạch, đang hoang mang 😑",1.0
2741,"Chất LG sp tuyệt vời 
",0.0
2742,"Màu siêu yêu, đánh lên môi chuẩn màu",0.0
2743,"Son rất đẹp, lì lâu trôi. Đóng gói chắc chắn, giao hàng nhanh.",0.0
2744,"Chữ trên thân cây mua năm ngày là đã phai hết luôn như kiểu hàng fake ấy ạ ( hình ảnh em chụp chính là mặt chữ bị phai ) xong cái nhắn tin hỏi shop thì shop ko có rep để giải thích 
Rồi cái check mã code nó ko ra luôn
Khá là thất vọng về sản phẩm ",1.0
2745,"Son đẹp lắm hicccc , chất miễn chê luôn , mịn vãi chưỡng í , lười chụp ảnh hihi",0.0
2746,Không chê vào đâu đc. Chủ ahop ngiệt tình. Bực mỗi bên giao hàng :))),0.0
2747,Mịn mướt k khô môi như ver1,0.0
2748,"Son lì nhưng ko quá khô môi, thơm mùi kẹo mình rất thích. Shop giao hành nhanh chóng nên khi nào hết mĩnh sẽ tiếp tục mua",0.0
2749,Màu lên đẹp. Giữ màu lâu.,0.0
2750,👍👍👍,0.0
2751,Son đẹp mua rất nhìu lần hjfimfbjwbbdkejvdjir vè hẹ fuenfjemb,0.0
2752,"Chất là son bột nhưng mở ra đã thấy ươn ướt rồi, đánh lên môi cảm giác như son tint nước vậy á. Màu lên đậm, khô siêu nhanh nên cần tán nhanh tay, mùi hơi kì kiểu thúi thúi (?). Mình đặt màu Đỏ nhung nhưng màu ra y như hồng neon vậy á, không dùng đc nên để làm blush cũng xinh =)) Thỏi son dưỡng đỉnh thật sự, chất y chang lip filler nhà Lemonade nhưng nhẹ môi hơn.",2.0
2753,"Shop giao hàng nhanh, sản phẩm đóng gói cẩn thận và chắc chắn.",0.0
2754,"Đóng gói sản phẩm kĩ, son lên màu rất đẹp, mình rất hài lòng về sp.",0.0
2755,Hàng cực chuẩn,0.0
2756,"1 sao không xứng , nhắn tin không rep shop giao quá chậm , son thì không biết giả hay thật . Shop không trả lời là thấy không ưng tí nào rồi ",1.0
2757,Màu sơn yêu lắm ak. Đã mua của sop đủ bảy màu rồi nhưng đi làm màu số 1 là hợp nhất .Hồng phớt. Giữ màu lâu . Thank you sop,0.0
2758,"mình mua màu #24 #25 
2 màu này đánh rất xinh đó mng mấy bạn nào da ngâm ngâm như mình đánh cực tôn da với tôn răng đó , tại mặt mình đang bị mụn nên không chụp full mặt chỉ chụp môi thôi nên hơi mờ chứ màu ở ngoài cực xinh luôn xinh xỉu luôn đó , tấm cuối là mình đánh chồng màu #25 lên #24 ",0.0
2759,"giao hàng nhanh, chưa dùng nên chưa biết chất lượng thế nào, nhưng tin tưởng shop, mong sẽ quay lại shop mua hàng nhiều lần, vì mk thích bbia 😂😂😂",0.0
2760,"Màu lên đẹp lắm shop, mà màu 16 mình k hợp lắm. Aaaaaaaaaaaaaa",0.0
2761,Sản phẩm rất tốt. Phải viết dài để cho đủ 100 kí tự. Son lên màu chuẩn đẹp,0.0
2762,Nhân viên vận chuyển thái độ,1.0
2763,"Hàng xinhhhhhhhh, chất lượng ，có tem chống giả, yên tâm sử dụng",0.0
2764,Son màu ánh hồng nhiều hơn là cam,2.0
2765,"Màu xanh quyến gũ 
Lên môi mỏng mịn chẹp chẹp nè",0.0
2766,Shop đóng gói khá cẩn thận. Bao bì đóng gói cực kì xinh xắn. Chất lượng son thì mình chưa test thử nên chưa biết.,0.0
2767,"Màu  lên đẹp  , siêu lì  .Sẽ mua tiếp  ",0.0
2768,"Lại được tặng kèm túi xách rất dể thương,màu son rất đẹp",0.0
2769,"Nhận hàng thì đầu son bị trầy hết, son thậm chí còn lỏng lẻo như sắp rơi ra ngoài, chả nhẽ trả lại trong khi nó có 87k sau khi được giảm giá",1.0
2770,Màu lên k chuẩn . bền môi cũng rất tệ .,1.0
2771,"Chất son đẹp mà cực kì thơm nữa nha, màu 21 cực tây, bao bì lấp lánh bắt mắt <3",0.0
2772,Vỏ đẹp. Đóng gói chắc chắn. Son mềm mịn và cực kì lâu trôi,0.0
2773,"Mọi người có chọn thì chọn màu 24 á? Màu 25 hơi bầm khó lên đồ lắm! Son tốt, lâu trôi, độ bóng có. ",2.0
2774,"Đã mua lần hai, nhưng lần này hộp bị bóp méo, tem đã bị bóc rồi. K biết đã có ai mở ra trc chưa. Mình khá bực.",1.0
2775,"Giao hàng nhanh, đóng gói cẩn thận, ",0.0
2776,"Chất son lỏng lẻo, son ít mà mất phần ở trên😑. Những lần khác mua không sao nhưng lần này mua lại vậy",1.0
2777,Son mịn với thơm lắm á,0.0
2778,"Giao hàng rất nhanh, mua nhiều lần hàng của shop. Hàng chuẩn, son lên màu đẹp...
Sẽ tiếp tục ủng hộ.",0.0
2779,V9 siêu cute ưng dễ sợ <3,0.0
2780,Son đẹp lắm,0.0
2781,"Thơm, mịn,  đẹp ",0.0
2782,Siêu đáng iêu lunnnn. Màu lên hơi đậm so với ảnh nhưng chất son thì miễn chê nạ,0.0
